Account,Account_Type,Region,Product_Category,Channel,Month,Version,Amount
Other_Opex,EXP,West,Beverages,Modern Trade,2025-12,Actual,299369
Gross_Sales,INC,West,Beverages,Modern Trade,2026-01,Actual,7407858
COGS,EXP,West,Beverages,Modern Trade,2026-01,Actual,3111300
Marketing,EXP,West,Beverages,Modern Trade,2026-01,Actual,444471
Distribution,EXP,West,Beverages,Modern Trade,2026-01,Actual,333354
Salary,EXP,West,Beverages,Modern Trade,2026-01,Actual,629668
Freight,EXP,West,Beverages,Modern Trade,2026-01,Actual,185196
Other_Opex,EXP,West,Beverages,Modern Trade,2026-01,Actual,259275
Gross_Sales,INC,West,Beverages,Modern Trade,2026-02,Actual,7866076
COGS,EXP,West,Beverages,Modern Trade,2026-02,Actual,3303752
Marketing,EXP,West,Beverages,Modern Trade,2026-02,Actual,471965
Distribution,EXP,West,Beverages,Modern Trade,2026-02,Actual,353973
Salary,EXP,West,Beverages,Modern Trade,2026-02,Actual,668616
Freight,EXP,West,Beverages,Modern Trade,2026-02,Actual,196652
Other_Opex,EXP,West,Beverages,Modern Trade,2026-02,Actual,275313
Gross_Sales,INC,West,Beverages,Modern Trade,2026-03,Actual,8247916
COGS,EXP,West,Beverages,Modern Trade,2026-03,Actual,3464125
Marketing,EXP,West,Beverages,Modern Trade,2026-03,Actual,494875
Distribution,EXP,West,Beverages,Modern Trade,2026-03,Actual,371156
Salary,EXP,West,Beverages,Modern Trade,2026-03,Actual,701073
Freight,EXP,West,Beverages,Modern Trade,2026-03,Actual,206198
Other_Opex,EXP,West,Beverages,Modern Trade,2026-03,Actual,288677
Gross_Sales,INC,West,Beverages,Quick Commerce,2025-04,Actual,6508298
COGS,EXP,West,Beverages,Quick Commerce,2025-04,Actual,2733485
Marketing,EXP,West,Beverages,Quick Commerce,2025-04,Actual,390498
Distribution,EXP,West,Beverages,Quick Commerce,2025-04,Actual,292873
Salary,EXP,West,Beverages,Quick Commerce,2025-04,Actual,553205
Freight,EXP,West,Beverages,Quick Commerce,2025-04,Actual,162707
Other_Opex,EXP,West,Beverages,Quick Commerce,2025-04,Actual,227790
Gross_Sales,INC,West,Beverages,Quick Commerce,2025-05,Actual,6924315
COGS,EXP,West,Beverages,Quick Commerce,2025-05,Actual,2908212
Marketing,EXP,West,Beverages,Quick Commerce,2025-05,Actual,415459
Distribution,EXP,West,Beverages,Quick Commerce,2025-05,Actual,311594
Salary,EXP,West,Beverages,Quick Commerce,2025-05,Actual,588567
Freight,EXP,West,Beverages,Quick Commerce,2025-05,Actual,173108
Other_Opex,EXP,West,Beverages,Quick Commerce,2025-05,Actual,242351
Gross_Sales,INC,West,Beverages,Quick Commerce,2025-06,Actual,5611929
COGS,EXP,West,Beverages,Quick Commerce,2025-06,Actual,2357010
Marketing,EXP,West,Beverages,Quick Commerce,2025-06,Actual,336716
Distribution,EXP,West,Beverages,Quick Commerce,2025-06,Actual,252537
Salary,EXP,West,Beverages,Quick Commerce,2025-06,Actual,477014
Freight,EXP,West,Beverages,Quick Commerce,2025-06,Actual,140298
Other_Opex,EXP,West,Beverages,Quick Commerce,2025-06,Actual,196418
Gross_Sales,INC,West,Beverages,Quick Commerce,2025-07,Actual,5481393
COGS,EXP,West,Beverages,Quick Commerce,2025-07,Actual,2302185
Marketing,EXP,West,Beverages,Quick Commerce,2025-07,Actual,328884
Distribution,EXP,West,Beverages,Quick Commerce,2025-07,Actual,246663
Salary,EXP,West,Beverages,Quick Commerce,2025-07,Actual,465918
Freight,EXP,West,Beverages,Quick Commerce,2025-07,Actual,137035
Other_Opex,EXP,West,Beverages,Quick Commerce,2025-07,Actual,191849
Gross_Sales,INC,West,Beverages,Quick Commerce,2025-08,Actual,5962490
COGS,EXP,West,Beverages,Quick Commerce,2025-08,Actual,2504246
Marketing,EXP,West,Beverages,Quick Commerce,2025-08,Actual,357749
Distribution,EXP,West,Beverages,Quick Commerce,2025-08,Actual,268312
Salary,EXP,West,Beverages,Quick Commerce,2025-08,Actual,506812
Freight,EXP,West,Beverages,Quick Commerce,2025-08,Actual,149062
Other_Opex,EXP,West,Beverages,Quick Commerce,2025-08,Actual,208687
Gross_Sales,INC,West,Beverages,Quick Commerce,2025-09,Actual,6592739
COGS,EXP,West,Beverages,Quick Commerce,2025-09,Actual,2768950
Marketing,EXP,West,Beverages,Quick Commerce,2025-09,Actual,395564
Distribution,EXP,West,Beverages,Quick Commerce,2025-09,Actual,296673
Salary,EXP,West,Beverages,Quick Commerce,2025-09,Actual,560383
Freight,EXP,West,Beverages,Quick Commerce,2025-09,Actual,164818
Other_Opex,EXP,West,Beverages,Quick Commerce,2025-09,Actual,230746
Gross_Sales,INC,West,Beverages,Quick Commerce,2025-10,Actual,8002695
COGS,EXP,West,Beverages,Quick Commerce,2025-10,Actual,3361132
Marketing,EXP,West,Beverages,Quick Commerce,2025-10,Actual,480162
Distribution,EXP,West,Beverages,Quick Commerce,2025-10,Actual,360121
Salary,EXP,West,Beverages,Quick Commerce,2025-10,Actual,680229
Freight,EXP,West,Beverages,Quick Commerce,2025-10,Actual,200067
Other_Opex,EXP,West,Beverages,Quick Commerce,2025-10,Actual,280094
Gross_Sales,INC,West,Beverages,Quick Commerce,2025-11,Actual,9573881
COGS,EXP,West,Beverages,Quick Commerce,2025-11,Actual,4021030
Marketing,EXP,West,Beverages,Quick Commerce,2025-11,Actual,574433
Distribution,EXP,West,Beverages,Quick Commerce,2025-11,Actual,430825
Salary,EXP,West,Beverages,Quick Commerce,2025-11,Actual,813780
Freight,EXP,West,Beverages,Quick Commerce,2025-11,Actual,239347
Other_Opex,EXP,West,Beverages,Quick Commerce,2025-11,Actual,335086
Gross_Sales,INC,West,Beverages,Quick Commerce,2025-12,Actual,6902745
COGS,EXP,West,Beverages,Quick Commerce,2025-12,Actual,2899153
Marketing,EXP,West,Beverages,Quick Commerce,2025-12,Actual,414165
Distribution,EXP,West,Beverages,Quick Commerce,2025-12,Actual,310624
Salary,EXP,West,Beverages,Quick Commerce,2025-12,Actual,586733
Freight,EXP,West,Beverages,Quick Commerce,2025-12,Actual,172569
Other_Opex,EXP,West,Beverages,Quick Commerce,2025-12,Actual,241596
Gross_Sales,INC,West,Beverages,Quick Commerce,2026-01,Actual,6061961
COGS,EXP,West,Beverages,Quick Commerce,2026-01,Actual,2546024
Marketing,EXP,West,Beverages,Quick Commerce,2026-01,Actual,363718
Distribution,EXP,West,Beverages,Quick Commerce,2026-01,Actual,272788
Salary,EXP,West,Beverages,Quick Commerce,2026-01,Actual,515267
Freight,EXP,West,Beverages,Quick Commerce,2026-01,Actual,151549
Other_Opex,EXP,West,Beverages,Quick Commerce,2026-01,Actual,212169
Gross_Sales,INC,West,Beverages,Quick Commerce,2026-02,Actual,6525807
COGS,EXP,West,Beverages,Quick Commerce,2026-02,Actual,2740839
Marketing,EXP,West,Beverages,Quick Commerce,2026-02,Actual,391548
Distribution,EXP,West,Beverages,Quick Commerce,2026-02,Actual,293661
Salary,EXP,West,Beverages,Quick Commerce,2026-02,Actual,554694
Freight,EXP,West,Beverages,Quick Commerce,2026-02,Actual,163145
Other_Opex,EXP,West,Beverages,Quick Commerce,2026-02,Actual,228403
Gross_Sales,INC,West,Beverages,Quick Commerce,2026-03,Actual,6935779
COGS,EXP,West,Beverages,Quick Commerce,2026-03,Actual,2913027
Marketing,EXP,West,Beverages,Quick Commerce,2026-03,Actual,416147
Distribution,EXP,West,Beverages,Quick Commerce,2026-03,Actual,312110
Salary,EXP,West,Beverages,Quick Commerce,2026-03,Actual,589541
Freight,EXP,West,Beverages,Quick Commerce,2026-03,Actual,173394
Other_Opex,EXP,West,Beverages,Quick Commerce,2026-03,Actual,242752
Gross_Sales,INC,West,Personal Care,E-Commerce,2025-04,Actual,3850681
COGS,EXP,West,Personal Care,E-Commerce,2025-04,Actual,1617286
Marketing,EXP,West,Personal Care,E-Commerce,2025-04,Actual,231041
Distribution,EXP,West,Personal Care,E-Commerce,2025-04,Actual,173281
Salary,EXP,West,Personal Care,E-Commerce,2025-04,Actual,327308
Freight,EXP,West,Personal Care,E-Commerce,2025-04,Actual,96267
Other_Opex,EXP,West,Personal Care,E-Commerce,2025-04,Actual,134774
Gross_Sales,INC,West,Personal Care,E-Commerce,2025-05,Actual,4096819
COGS,EXP,West,Personal Care,E-Commerce,2025-05,Actual,1720664
Marketing,EXP,West,Personal Care,E-Commerce,2025-05,Actual,245809
Distribution,EXP,West,Personal Care,E-Commerce,2025-05,Actual,184357
Salary,EXP,West,Personal Care,E-Commerce,2025-05,Actual,348230
Freight,EXP,West,Personal Care,E-Commerce,2025-05,Actual,102420
Other_Opex,EXP,West,Personal Care,E-Commerce,2025-05,Actual,143389
Gross_Sales,INC,West,Personal Care,E-Commerce,2025-06,Actual,3585966
COGS,EXP,West,Personal Care,E-Commerce,2025-06,Actual,1506106
Marketing,EXP,West,Personal Care,E-Commerce,2025-06,Actual,215158
Distribution,EXP,West,Personal Care,E-Commerce,2025-06,Actual,161368
Salary,EXP,West,Personal Care,E-Commerce,2025-06,Actual,304807
Freight,EXP,West,Personal Care,E-Commerce,2025-06,Actual,89649
Other_Opex,EXP,West,Personal Care,E-Commerce,2025-06,Actual,125509
Gross_Sales,INC,West,Personal Care,E-Commerce,2025-07,Actual,3243108
COGS,EXP,West,Personal Care,E-Commerce,2025-07,Actual,1362105
Marketing,EXP,West,Personal Care,E-Commerce,2025-07,Actual,194586
Distribution,EXP,West,Personal Care,E-Commerce,2025-07,Actual,145940
Salary,EXP,West,Personal Care,E-Commerce,2025-07,Actual,275664
Freight,EXP,West,Personal Care,E-Commerce,2025-07,Actual,81078
Other_Opex,EXP,West,Personal Care,E-Commerce,2025-07,Actual,113509
Gross_Sales,INC,West,Personal Care,E-Commerce,2025-08,Actual,3527744
COGS,EXP,West,Personal Care,E-Commerce,2025-08,Actual,1481652
Marketing,EXP,West,Personal Care,E-Commerce,2025-08,Actual,211665
Distribution,EXP,West,Personal Care,E-Commerce,2025-08,Actual,158748
Salary,EXP,West,Personal Care,E-Commerce,2025-08,Actual,299858
Freight,EXP,West,Personal Care,E-Commerce,2025-08,Actual,88194
Other_Opex,EXP,West,Personal Care,E-Commerce,2025-08,Actual,123471
Gross_Sales,INC,West,Personal Care,E-Commerce,2025-09,Actual,3900640
COGS,EXP,West,Personal Care,E-Commerce,2025-09,Actual,1638269
Marketing,EXP,West,Personal Care,E-Commerce,2025-09,Actual,234038
Distribution,EXP,West,Personal Care,E-Commerce,2025-09,Actual,175529
Salary,EXP,West,Personal Care,E-Commerce,2025-09,Actual,331554
Freight,EXP,West,Personal Care,E-Commerce,2025-09,Actual,97516
Other_Opex,EXP,West,Personal Care,E-Commerce,2025-09,Actual,136522
Gross_Sales,INC,West,Personal Care,E-Commerce,2025-10,Actual,4734854
COGS,EXP,West,Personal Care,E-Commerce,2025-10,Actual,1988639
Marketing,EXP,West,Personal Care,E-Commerce,2025-10,Actual,284091
Distribution,EXP,West,Personal Care,E-Commerce,2025-10,Actual,213068
Salary,EXP,West,Personal Care,E-Commerce,2025-10,Actual,402463
Freight,EXP,West,Personal Care,E-Commerce,2025-10,Actual,118371
Other_Opex,EXP,West,Personal Care,E-Commerce,2025-10,Actual,165720
Gross_Sales,INC,West,Personal Care,E-Commerce,2025-11,Actual,5664448
COGS,EXP,West,Personal Care,E-Commerce,2025-11,Actual,2379068
Marketing,EXP,West,Personal Care,E-Commerce,2025-11,Actual,339867
Distribution,EXP,West,Personal Care,E-Commerce,2025-11,Actual,254900
Salary,EXP,West,Personal Care,E-Commerce,2025-11,Actual,481478
Freight,EXP,West,Personal Care,E-Commerce,2025-11,Actual,141611
Other_Opex,EXP,West,Personal Care,E-Commerce,2025-11,Actual,198256
Gross_Sales,INC,West,Personal Care,E-Commerce,2025-12,Actual,4084054
COGS,EXP,West,Personal Care,E-Commerce,2025-12,Actual,1715303
Marketing,EXP,West,Personal Care,E-Commerce,2025-12,Actual,245043
Distribution,EXP,West,Personal Care,E-Commerce,2025-12,Actual,183782
Salary,EXP,West,Personal Care,E-Commerce,2025-12,Actual,347145
Freight,EXP,West,Personal Care,E-Commerce,2025-12,Actual,102101
Other_Opex,EXP,West,Personal Care,E-Commerce,2025-12,Actual,142942
Gross_Sales,INC,West,Personal Care,E-Commerce,2026-01,Actual,3586595
COGS,EXP,West,Personal Care,E-Commerce,2026-01,Actual,1506370
Marketing,EXP,West,Personal Care,E-Commerce,2026-01,Actual,215196
Distribution,EXP,West,Personal Care,E-Commerce,2026-01,Actual,161397
Salary,EXP,West,Personal Care,E-Commerce,2026-01,Actual,304861
Freight,EXP,West,Personal Care,E-Commerce,2026-01,Actual,89665
Other_Opex,EXP,West,Personal Care,E-Commerce,2026-01,Actual,125531
Gross_Sales,INC,West,Personal Care,E-Commerce,2026-02,Actual,3861040
COGS,EXP,West,Personal Care,E-Commerce,2026-02,Actual,1621637
Marketing,EXP,West,Personal Care,E-Commerce,2026-02,Actual,231662
Distribution,EXP,West,Personal Care,E-Commerce,2026-02,Actual,173747
Salary,EXP,West,Personal Care,E-Commerce,2026-02,Actual,328188
Freight,EXP,West,Personal Care,E-Commerce,2026-02,Actual,96526
Other_Opex,EXP,West,Personal Care,E-Commerce,2026-02,Actual,135136
Gross_Sales,INC,West,Personal Care,E-Commerce,2026-03,Actual,4103600
COGS,EXP,West,Personal Care,E-Commerce,2026-03,Actual,1723512
Marketing,EXP,West,Personal Care,E-Commerce,2026-03,Actual,246216
Distribution,EXP,West,Personal Care,E-Commerce,2026-03,Actual,184662
Salary,EXP,West,Personal Care,E-Commerce,2026-03,Actual,348806
Freight,EXP,West,Personal Care,E-Commerce,2026-03,Actual,102590
Other_Opex,EXP,West,Personal Care,E-Commerce,2026-03,Actual,143626
Gross_Sales,INC,West,Personal Care,General Trade,2025-04,Actual,3440073
COGS,EXP,West,Personal Care,General Trade,2025-04,Actual,1444831
Marketing,EXP,West,Personal Care,General Trade,2025-04,Actual,206404
Distribution,EXP,West,Personal Care,General Trade,2025-04,Actual,154803
Salary,EXP,West,Personal Care,General Trade,2025-04,Actual,292406
Freight,EXP,West,Personal Care,General Trade,2025-04,Actual,86002
Other_Opex,EXP,West,Personal Care,General Trade,2025-04,Actual,120403
Gross_Sales,INC,West,Personal Care,General Trade,2025-05,Actual,3612079
COGS,EXP,West,Personal Care,General Trade,2025-05,Actual,1517073
Marketing,EXP,West,Personal Care,General Trade,2025-05,Actual,216725
Distribution,EXP,West,Personal Care,General Trade,2025-05,Actual,162544
Salary,EXP,West,Personal Care,General Trade,2025-05,Actual,307027
Freight,EXP,West,Personal Care,General Trade,2025-05,Actual,90302
Other_Opex,EXP,West,Personal Care,General Trade,2025-05,Actual,126423
Gross_Sales,INC,West,Personal Care,General Trade,2025-06,Actual,2889666
COGS,EXP,West,Personal Care,General Trade,2025-06,Actual,1213660
Marketing,EXP,West,Personal Care,General Trade,2025-06,Actual,173380
Distribution,EXP,West,Personal Care,General Trade,2025-06,Actual,130035
Salary,EXP,West,Personal Care,General Trade,2025-06,Actual,245622
Freight,EXP,West,Personal Care,General Trade,2025-06,Actual,72242
Other_Opex,EXP,West,Personal Care,General Trade,2025-06,Actual,101138
Gross_Sales,INC,West,Personal Care,General Trade,2025-07,Actual,2786462
COGS,EXP,West,Personal Care,General Trade,2025-07,Actual,1170314
Marketing,EXP,West,Personal Care,General Trade,2025-07,Actual,167188
Distribution,EXP,West,Personal Care,General Trade,2025-07,Actual,125391
Salary,EXP,West,Personal Care,General Trade,2025-07,Actual,236849
Freight,EXP,West,Personal Care,General Trade,2025-07,Actual,69662
Other_Opex,EXP,West,Personal Care,General Trade,2025-07,Actual,97526
Gross_Sales,INC,West,Personal Care,General Trade,2025-08,Actual,2992862
COGS,EXP,West,Personal Care,General Trade,2025-08,Actual,1257002
Marketing,EXP,West,Personal Care,General Trade,2025-08,Actual,179572
Distribution,EXP,West,Personal Care,General Trade,2025-08,Actual,134679
Salary,EXP,West,Personal Care,General Trade,2025-08,Actual,254393
Freight,EXP,West,Personal Care,General Trade,2025-08,Actual,74822
Other_Opex,EXP,West,Personal Care,General Trade,2025-08,Actual,104750
Gross_Sales,INC,West,Personal Care,General Trade,2025-09,Actual,3268072
COGS,EXP,West,Personal Care,General Trade,2025-09,Actual,1372590
Marketing,EXP,West,Personal Care,General Trade,2025-09,Actual,196084
Distribution,EXP,West,Personal Care,General Trade,2025-09,Actual,147063
Salary,EXP,West,Personal Care,General Trade,2025-09,Actual,277786
Freight,EXP,West,Personal Care,General Trade,2025-09,Actual,81702
Other_Opex,EXP,West,Personal Care,General Trade,2025-09,Actual,114383
Gross_Sales,INC,West,Personal Care,General Trade,2025-10,Actual,3918277
COGS,EXP,West,Personal Care,General Trade,2025-10,Actual,1645676
Marketing,EXP,West,Personal Care,General Trade,2025-10,Actual,235097
Distribution,EXP,West,Personal Care,General Trade,2025-10,Actual,176322
Salary,EXP,West,Personal Care,General Trade,2025-10,Actual,333054
Freight,EXP,West,Personal Care,General Trade,2025-10,Actual,97957
Other_Opex,EXP,West,Personal Care,General Trade,2025-10,Actual,137140
Gross_Sales,INC,West,Personal Care,General Trade,2025-11,Actual,4630695
COGS,EXP,West,Personal Care,General Trade,2025-11,Actual,1944892
Marketing,EXP,West,Personal Care,General Trade,2025-11,Actual,277842
Distribution,EXP,West,Personal Care,General Trade,2025-11,Actual,208381
Salary,EXP,West,Personal Care,General Trade,2025-11,Actual,393609
Freight,EXP,West,Personal Care,General Trade,2025-11,Actual,115767
Other_Opex,EXP,West,Personal Care,General Trade,2025-11,Actual,162074
Gross_Sales,INC,West,Personal Care,General Trade,2025-12,Actual,3852883
COGS,EXP,West,Personal Care,General Trade,2025-12,Actual,1618211
Marketing,EXP,West,Personal Care,General Trade,2025-12,Actual,231173
Distribution,EXP,West,Personal Care,General Trade,2025-12,Actual,173380
Salary,EXP,West,Personal Care,General Trade,2025-12,Actual,327495
Freight,EXP,West,Personal Care,General Trade,2025-12,Actual,96322
Other_Opex,EXP,West,Personal Care,General Trade,2025-12,Actual,134851
Gross_Sales,INC,West,Personal Care,General Trade,2026-01,Actual,3336872
COGS,EXP,West,Personal Care,General Trade,2026-01,Actual,1401486
Marketing,EXP,West,Personal Care,General Trade,2026-01,Actual,200212
Distribution,EXP,West,Personal Care,General Trade,2026-01,Actual,150159
Salary,EXP,West,Personal Care,General Trade,2026-01,Actual,283634
Freight,EXP,West,Personal Care,General Trade,2026-01,Actual,83422
Other_Opex,EXP,West,Personal Care,General Trade,2026-01,Actual,116791
Gross_Sales,INC,West,Personal Care,General Trade,2026-02,Actual,3543276
COGS,EXP,West,Personal Care,General Trade,2026-02,Actual,1488176
Marketing,EXP,West,Personal Care,General Trade,2026-02,Actual,212597
Distribution,EXP,West,Personal Care,General Trade,2026-02,Actual,159447
Salary,EXP,West,Personal Care,General Trade,2026-02,Actual,301178
Freight,EXP,West,Personal Care,General Trade,2026-02,Actual,88582
Other_Opex,EXP,West,Personal Care,General Trade,2026-02,Actual,124015
Gross_Sales,INC,West,Personal Care,General Trade,2026-03,Actual,3715282
COGS,EXP,West,Personal Care,General Trade,2026-03,Actual,1560418
Marketing,EXP,West,Personal Care,General Trade,2026-03,Actual,222917
Distribution,EXP,West,Personal Care,General Trade,2026-03,Actual,167188
Salary,EXP,West,Personal Care,General Trade,2026-03,Actual,315799
Freight,EXP,West,Personal Care,General Trade,2026-03,Actual,92882
Other_Opex,EXP,West,Personal Care,General Trade,2026-03,Actual,130035
Gross_Sales,INC,West,Personal Care,Modern Trade,2025-04,Actual,3921679
COGS,EXP,West,Personal Care,Modern Trade,2025-04,Actual,1647105
Marketing,EXP,West,Personal Care,Modern Trade,2025-04,Actual,235301
Distribution,EXP,West,Personal Care,Modern Trade,2025-04,Actual,176476
Salary,EXP,West,Personal Care,Modern Trade,2025-04,Actual,333343
Freight,EXP,West,Personal Care,Modern Trade,2025-04,Actual,98042
Other_Opex,EXP,West,Personal Care,Modern Trade,2025-04,Actual,137259
Gross_Sales,INC,West,Personal Care,Modern Trade,2025-05,Actual,4117766
COGS,EXP,West,Personal Care,Modern Trade,2025-05,Actual,1729462
Marketing,EXP,West,Personal Care,Modern Trade,2025-05,Actual,247066
Distribution,EXP,West,Personal Care,Modern Trade,2025-05,Actual,185299
Salary,EXP,West,Personal Care,Modern Trade,2025-05,Actual,350010
Freight,EXP,West,Personal Care,Modern Trade,2025-05,Actual,102944
Other_Opex,EXP,West,Personal Care,Modern Trade,2025-05,Actual,144122
Gross_Sales,INC,West,Personal Care,Modern Trade,2025-06,Actual,3294213
COGS,EXP,West,Personal Care,Modern Trade,2025-06,Actual,1383569
Marketing,EXP,West,Personal Care,Modern Trade,2025-06,Actual,197653
Distribution,EXP,West,Personal Care,Modern Trade,2025-06,Actual,148240
Salary,EXP,West,Personal Care,Modern Trade,2025-06,Actual,280008
Freight,EXP,West,Personal Care,Modern Trade,2025-06,Actual,82355
Other_Opex,EXP,West,Personal Care,Modern Trade,2025-06,Actual,115297
Gross_Sales,INC,West,Personal Care,Modern Trade,2025-07,Actual,3176562
COGS,EXP,West,Personal Care,Modern Trade,2025-07,Actual,1334156
Marketing,EXP,West,Personal Care,Modern Trade,2025-07,Actual,190594
Distribution,EXP,West,Personal Care,Modern Trade,2025-07,Actual,142945
Salary,EXP,West,Personal Care,Modern Trade,2025-07,Actual,270008
Freight,EXP,West,Personal Care,Modern Trade,2025-07,Actual,79414
Other_Opex,EXP,West,Personal Care,Modern Trade,2025-07,Actual,111180
Gross_Sales,INC,West,Personal Care,Modern Trade,2025-08,Actual,3411864
COGS,EXP,West,Personal Care,Modern Trade,2025-08,Actual,1432983
Marketing,EXP,West,Personal Care,Modern Trade,2025-08,Actual,204712
Distribution,EXP,West,Personal Care,Modern Trade,2025-08,Actual,153534
Salary,EXP,West,Personal Care,Modern Trade,2025-08,Actual,290008
Freight,EXP,West,Personal Care,Modern Trade,2025-08,Actual,85297
Other_Opex,EXP,West,Personal Care,Modern Trade,2025-08,Actual,119415
Gross_Sales,INC,West,Personal Care,Modern Trade,2025-09,Actual,3725606
COGS,EXP,West,Personal Care,Modern Trade,2025-09,Actual,1564755
Marketing,EXP,West,Personal Care,Modern Trade,2025-09,Actual,223536
Distribution,EXP,West,Personal Care,Modern Trade,2025-09,Actual,167652
Salary,EXP,West,Personal Care,Modern Trade,2025-09,Actual,316677
Freight,EXP,West,Personal Care,Modern Trade,2025-09,Actual,93140
Other_Opex,EXP,West,Personal Care,Modern Trade,2025-09,Actual,130396
Gross_Sales,INC,West,Personal Care,Modern Trade,2025-10,Actual,4466840
COGS,EXP,West,Personal Care,Modern Trade,2025-10,Actual,1876073
Marketing,EXP,West,Personal Care,Modern Trade,2025-10,Actual,268010
Distribution,EXP,West,Personal Care,Modern Trade,2025-10,Actual,201008
Salary,EXP,West,Personal Care,Modern Trade,2025-10,Actual,379681
Freight,EXP,West,Personal Care,Modern Trade,2025-10,Actual,111671
Other_Opex,EXP,West,Personal Care,Modern Trade,2025-10,Actual,156339
Gross_Sales,INC,West,Personal Care,Modern Trade,2025-11,Actual,5278992
COGS,EXP,West,Personal Care,Modern Trade,2025-11,Actual,2217177
Marketing,EXP,West,Personal Care,Modern Trade,2025-11,Actual,316740
Distribution,EXP,West,Personal Care,Modern Trade,2025-11,Actual,237555
Salary,EXP,West,Personal Care,Modern Trade,2025-11,Actual,448714
Freight,EXP,West,Personal Care,Modern Trade,2025-11,Actual,131975
Other_Opex,EXP,West,Personal Care,Modern Trade,2025-11,Actual,184765
Gross_Sales,INC,West,Personal Care,Modern Trade,2025-12,Actual,4392288
COGS,EXP,West,Personal Care,Modern Trade,2025-12,Actual,1844761
Marketing,EXP,West,Personal Care,Modern Trade,2025-12,Actual,263537
Distribution,EXP,West,Personal Care,Modern Trade,2025-12,Actual,197653
Salary,EXP,West,Personal Care,Modern Trade,2025-12,Actual,373344
Freight,EXP,West,Personal Care,Modern Trade,2025-12,Actual,109807
Other_Opex,EXP,West,Personal Care,Modern Trade,2025-12,Actual,153730
Gross_Sales,INC,West,Personal Care,Modern Trade,2026-01,Actual,3804034
COGS,EXP,West,Personal Care,Modern Trade,2026-01,Actual,1597694
Marketing,EXP,West,Personal Care,Modern Trade,2026-01,Actual,228242
Distribution,EXP,West,Personal Care,Modern Trade,2026-01,Actual,171182
Salary,EXP,West,Personal Care,Modern Trade,2026-01,Actual,323343
Freight,EXP,West,Personal Care,Modern Trade,2026-01,Actual,95101
Other_Opex,EXP,West,Personal Care,Modern Trade,2026-01,Actual,133141
Gross_Sales,INC,West,Personal Care,Modern Trade,2026-02,Actual,4039331
COGS,EXP,West,Personal Care,Modern Trade,2026-02,Actual,1696519
Marketing,EXP,West,Personal Care,Modern Trade,2026-02,Actual,242360
Distribution,EXP,West,Personal Care,Modern Trade,2026-02,Actual,181770
Salary,EXP,West,Personal Care,Modern Trade,2026-02,Actual,343343
Freight,EXP,West,Personal Care,Modern Trade,2026-02,Actual,100983
Other_Opex,EXP,West,Personal Care,Modern Trade,2026-02,Actual,141377
Gross_Sales,INC,West,Personal Care,Modern Trade,2026-03,Actual,4235417
COGS,EXP,West,Personal Care,Modern Trade,2026-03,Actual,1778875
Marketing,EXP,West,Personal Care,Modern Trade,2026-03,Actual,254125
Distribution,EXP,West,Personal Care,Modern Trade,2026-03,Actual,190594
Salary,EXP,West,Personal Care,Modern Trade,2026-03,Actual,360010
Freight,EXP,West,Personal Care,Modern Trade,2026-03,Actual,105885
Other_Opex,EXP,West,Personal Care,Modern Trade,2026-03,Actual,148240
Gross_Sales,INC,West,Personal Care,Quick Commerce,2025-04,Actual,3342101
COGS,EXP,West,Personal Care,Quick Commerce,2025-04,Actual,1403682
Marketing,EXP,West,Personal Care,Quick Commerce,2025-04,Actual,200526
Distribution,EXP,West,Personal Care,Quick Commerce,2025-04,Actual,150395
Salary,EXP,West,Personal Care,Quick Commerce,2025-04,Actual,284079
Freight,EXP,West,Personal Care,Quick Commerce,2025-04,Actual,83553
Other_Opex,EXP,West,Personal Care,Quick Commerce,2025-04,Actual,116974
Gross_Sales,INC,West,Personal Care,Quick Commerce,2025-05,Actual,3555728
COGS,EXP,West,Personal Care,Quick Commerce,2025-05,Actual,1493406
Marketing,EXP,West,Personal Care,Quick Commerce,2025-05,Actual,213344
Distribution,EXP,West,Personal Care,Quick Commerce,2025-05,Actual,160008
Salary,EXP,West,Personal Care,Quick Commerce,2025-05,Actual,302237
Freight,EXP,West,Personal Care,Quick Commerce,2025-05,Actual,88893
Other_Opex,EXP,West,Personal Care,Quick Commerce,2025-05,Actual,124450
Gross_Sales,INC,West,Personal Care,Quick Commerce,2025-06,Actual,2881801
COGS,EXP,West,Personal Care,Quick Commerce,2025-06,Actual,1210356
Marketing,EXP,West,Personal Care,Quick Commerce,2025-06,Actual,172908
Distribution,EXP,West,Personal Care,Quick Commerce,2025-06,Actual,129681
Salary,EXP,West,Personal Care,Quick Commerce,2025-06,Actual,244953
Freight,EXP,West,Personal Care,Quick Commerce,2025-06,Actual,72045
Other_Opex,EXP,West,Personal Care,Quick Commerce,2025-06,Actual,100863
Gross_Sales,INC,West,Personal Care,Quick Commerce,2025-07,Actual,2814770
COGS,EXP,West,Personal Care,Quick Commerce,2025-07,Actual,1182203
Marketing,EXP,West,Personal Care,Quick Commerce,2025-07,Actual,168886
Distribution,EXP,West,Personal Care,Quick Commerce,2025-07,Actual,126665
Salary,EXP,West,Personal Care,Quick Commerce,2025-07,Actual,239255
Freight,EXP,West,Personal Care,Quick Commerce,2025-07,Actual,70369
Other_Opex,EXP,West,Personal Care,Quick Commerce,2025-07,Actual,98517
Gross_Sales,INC,West,Personal Care,Quick Commerce,2025-08,Actual,3061823
